Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Duzx,2016-07-01 11:25:11,5,1,This temple was one of the prettiest I've visited. Highly recommended to drop by Uji and this temple if you are in the area. Just a short walk from the Uji JR station.,no,,view review
Wilberto Quintana Lopéz,2016-09-25 15:37:23,5,1,"Historical temple, beautiful scenery, away from noise and roads.",no,,view review
Kazuhisa Hirao,2017-10-04 07:10:56,3,2," It's quite a distance from Uji Station, and when you pass through the stone main gate, Kotozaka with a total length of 200m awaits you. On the first Sunday in October, the Uji Tea Festival is held in the main hall, where the tea jar opening ceremony and tea offering ceremony are held, and at the tea whisk mound, a memorial service for the tea whisk is held. In the Shoin, the tea ceremony held by the sponsor is held, so you can see the inside of the hall and the garden.

",yes,Japanese,view review
十六夜[苺],2017-10-04 21:34:29,4,4," (17/10/04)
I received a red stamp.

There is an original stamp book.
(If you bring this as a bonus, the admission fee will be free.)

Admission fee: Shinokin (300 yen per bite)
Remains of Fushimi Castle (blood-stained ceiling, tsumugi-bari corridor)
The gardens are well maintained and beautiful.
The maple trees along the approach are spectacular in early summer.

Keihan Uji Line: 1.1 km from Uji Station.
Parking is available.

",yes,Japanese,view review
Ali Low,2017-11-05 13:27:38,5,0,"We visited here after going to Byodo-in and were surprised at just how nice it was.  Gone are the crowds so it's easy to take in the peace of this lovely Zen temple.  While you see quite a bit of the garden without paying, it's more than worth the fee to enter as you get an even better view of the garden.









",yes,,view review
Jack Poon,2017-11-06 06:17:19,4,0,"This is one of the most beautiful temple in Kyoto. It’s not big, but the garden is filled with lots of good photo opportunities. It’s free too.",no,,view review
北幸代,2018-01-21 11:42:45,3,0," It is located at the end of a 5-minute walk up the approach to Kotozaka, where cherry blossoms are beautiful in spring and autumn leaves are beautiful in Yamabuki. It is famous for the bloody ceiling of Momoyama Castle and the main hall with Uguisubari. It is written in a white circle on the bloody ceiling.

",yes,Japanese,view review
張文儀,2018-01-22 14:47:37,5,1,"Majestic
",yes,,view review
比叡の苔石,2018-02-07 10:11:24,5,3," Koshoji, which Dogen opened in Fukakusa, Yamashina, was later abolished and rebuilt in Uji in the Edo period. I always thought that the temple built by Mr. Dogen had been here for a long time.
When I asked the priest at the reception, ""Isn't it forbidden to take pictures?"", he said, ""No, no, you can take pictures anywhere.""

",yes,Japanese,view review
おとちゃん,2018-04-13 23:37:06,4,0," A space that makes you feel refreshed. As I walked the approach step by step, I felt that my heart was cleansed.

",yes,Japanese,view review
サント船長,2018-05-15 21:56:54,3,1," Koshoji-san is a hidden little-known spot, Kotozaka autumn leaves
It's a sight to see, the large parking lot is free ^ _ ^
Those who wish can also visit, it is 300 yen ^ _ ^ ^

Koshoji is a temple of the Soto sect in Uji City, Kyoto Prefecture. It is the first Soto sect temple in Japan. It started when Dogen built Koshohorinji Temple. After being discontinued, it was revived by Naomasa Nagai in 1648. The mountain name is Mt. Buttoku. The principal object of worship is Shaka Sanzon. The approach to the shrine is called 'Kotozaka' and is counted as one of the Twelve Views of Uji.

In the garden, up to the upper 4th level of the floating island thirteen-storied pagoda
be.

",yes,Japanese,view review
Yongky Christian,2018-05-17 04:51:58,5,0,"Go here guys, you won't be disappointed... serene and far less tourists",no,,view review
Lorenzo AR,2018-09-02 10:43:03,3,0," ■ Visit during the daytime on weekdays
There were no tourists and the atmosphere was quiet.

",yes,Japanese,view review
Meme Meow,2018-09-14 06:07:23,5,3," A monastery that was first opened by Dogen Zenji, the founder of the Soto sect. A temple of the Soto sect, which is very rare in Kyoto.
Roubai-an has a statue of Dogen Zenji, and it is said that the reliquary (part of the remains) is stored inside.

",yes,Japanese,view review
