Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Trans-word plus TGM,2016-07-27 11:24:23,4,1,"** Kurumazaki Shrine 車折神社

Kurumazaki Shrine is located in the east side of Arashiyama. The shrine has 2 entances on north and south. Its historical background has a strong connection with imperial family of Heian Period. The origin of its name came from a certain history Arashiyama. That's when the Emperor Gosaga came to Ooi River of Arashiyama to play, the perch of the cow carriage was broken in front of this shrine. In Japanese ( carriage = Kuruma 車 + Break = Saki which writes 折 ).   The shrine has several subshrines. One of which is Geino-jinja shrine for example can help people in the entertainment business. This is why celebrities go to this shrine to worship for their business prosperities in secret and those bright red fences called 'Tamagaki' are written with names of famous entertainers visited this shrine.The shrine is often crowded by visitors coming to look for famous names and take souvenir photos.

** August 15th Manto Festival  万灯祭

Mantou Festival ( Manto-sai ) is an event held in mid-Augusrt during Obon season. Those hundreds of colorful lanterns lit represent the spirits of deseased being sent back to another world. This is quite common practice of the season.

万灯祭（まんとうさい）は全国の参拝者・崇敬者が奉納された三面からなる紙灯篭に点灯し、 奉納された皆様の様々な願い事の成就を祈念する神事です。

( Trans-word+ : TGM Kyoto Guide )",no,,view review
Keisuke Kubota,2018-11-18 16:55:06,5,1,"Great and unique shrine





",yes,,view review
Mohamed Elsayeh,2018-12-11 10:57:58,5,0,Another good sieghtseeing,no,,view review
Yueh-Chiao Yeh,2019-04-06 04:57:14,5,0,"Good place to visit.















",yes,,view review
TON SOCHEATA,2020-03-07 15:19:29,5,0,Good place,no,,view review
Mizhelle A,2020-03-18 10:23:09,4,1,"The shrine that’s said to grant fame. You can see red fences with names of people in the entertainment industry, people who have wished for success. There are stones where people write their gratitude for their wishes coming true, too. The shrine is little known in the English-speaking community, but it’s very fascinating.



",yes,,view review
カーン彩Aya Khan,2020-04-25 14:10:41,5,0,beautiful!,no,,view review
神戸昴,2021-02-11 12:15:26,4,9," Get off at the bus stop Ori Shrine. One of Kyoto's leading power spots, Kiyohara Yorinari, a Confucian scholar who actually existed in the late Heian period, is enshrined here. When Emperor Gosaga visited Arashiyama in the Kamakura period, the nagae (the part that pulls the oxcart) broke in front of the shrine. It is said that it came to be called Kurumazaki Shrine because it was given the name of """" and Shoichii (Senior First Rank).
After visiting the purification shrine, which is said to make it easier to make wishes come true, purchase a power stone prayer godseki at the shrine office, and visit the main shrine to make your wishes come true. The powerful power can be seen from the god stone. At the end of the shrine, there is a performing arts shrine that is said to bring blessings to the performing arts, and about 2,000 Tamagaki with the names of entertainers written on them are dedicated. You can get goshuin from Kurumazaki Shrine and Geino Shrine at the shrine office.

",yes,Japanese,view review
Burger Burger,2021-03-13 13:14:52,5,0,"It’s such a lovely shrine.like walking into a mini garden. Photos n video can’t express enuff of the beauty. Happen to see many bloom so it’s really pretty
",yes,,view review
樽谷英樹,2021-03-21 07:00:38,4,1," There is a free parking lot near the torii.

Originally, the cherry blossoms bloomed early, but this year the cherry blossoms bloomed earlier than usual, so the cherry blossoms were almost in full bloom on March 16, 2021.

By the way, this year's Someiyoshino is scheduled to be in full bloom on March 27th.

Before I went, I didn't expect it to be small in the city, but it was fun to [see the mountains in the distance], [the cherry blossoms are beautiful], and [search for the names of celebrities].

The atmosphere of the Kurumazaki Shrine station was also good.

",yes,Japanese,view review
tannkyu neko,2021-04-03 03:25:29,4,0," A temple with a unique shape. I wonder if there are various things such as the placement of the main shrine.
It looks like a famous shrine, and I wonder if celebrities or famous people have come.
I stopped by on a walk to Arashiyama, so I didn't pay close attention.
The location is immediately from Randen ""Kurumazaki Shrine Station"".
It seems that there is also a parking lot.

",yes,Japanese,view review
梅ウメ,2021-04-30 09:27:08,5,3," It is also a sacred place that has been visited by many people because it is often introduced on TV as a place where there is a shrine related to performing arts, and it is also filmed on location.
At that time, they also dedicate the ``Vermilion Tamagaki'' (see photo) to pray for hits, etc. If you search for celebrities and characters you've seen on TV, local artists, and people you know directly, you'll find a lot. So come on!
There is a parking lot right after getting off the Randen station (although the number of cars is small), so access is good, and it is in a place where you can go to Arashiyama by Randen or on foot. I think there is!

",yes,Japanese,view review
Maboo Nakano,2021-05-20 15:05:54,4,1," I was walking around Shimo-Saga-kaido (Sanjo-dori) and the area in front of the shrine was beautiful, so I just visited. It's been over ten years. This Kurumazaki Shrine was founded in 1189 when Yorinari Kiyohara, a descendant of Natsuno Kiyohara, built a tomb on this land that belonged to the Kiyohara clan after his death and used it as a mausoleum. It was named Kurumaori because of the tradition of folding, and although the main shrine enshrines Yorinari, it also enshrines Ame-no-Uzume-no-Mikoto, who danced in front of Amanoiwato and made Amaterasu Omikami reappear. There are many people who visit for the purpose of performing arts shrines, and I was surprised to visit for the first time in a long time.

",yes,Japanese,view review
GoTo 9,2021-06-05 07:49:07,5,0," If you go from Sanjo-dori, you will find the Geino Shrine on the premises.
After passing the gaudy vermillion building of Geino Jinja, there is the head office of Kurumazaki Jinja.
Because it is located in a residential area, the approach also serves as a community road.

",yes,Japanese,view review
宅見肇,2021-07-17 04:48:55,4,6," This is also a popular spot in Kyoto. It enshrines Kiyohara Yorinari, a Confucian scholar in the Heian period who brings in good fortune and prosperity in business.

After reading the instructions on how to pray, purify your hands and mouth at the chozuya, purify your mind and body at the purifying shrine, and worship with 2 bows, 2 claps, and 1 bow. After that, at the ""shrine office"", I was recommended to buy a prayer stone amulet.
If you are related to the performing arts, please go to the performing arts shrine after that😊
I give up. TV and magazines were also taken up, and a system for the prosperity of the shrine was completed (laughs)

",yes,Japanese,view review
Fujisai Fam.,2021-08-07 23:28:38,5,0," I visited for children because it is the god of performing arts.
It was a little disappointing because it was under construction, but it was a very beautiful place

",yes,Japanese,view review
Egoiste,2021-09-11 22:17:21,5,0," A shrine dedicated to Yorinari Kiyohara, a Confucian in the late Heian period.
Famous as a performing arts shrine.

There are names of various celebrities, so if you find the name of an artist you like, you will get excited ♪

",yes,Japanese,view review
Ant ManBee,2021-10-01 22:54:21,4,0,"Well kept shrine with an entrance just across a narrow road from the tram stop. If you get off here, you can easily walk to Arashiyama through the back streets.",no,,view review
Violeta Yamasaki,2021-11-24 03:15:59,5,0,We can pray 🙏 and we can see beautiful flowers 🥰,no,,view review
