Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
Toshimasa Shiramizu,2017-02-26 10:44:44,4,1," I went to Ryoma Sakamoto's grave.
If you think that Ryoma is sleeping among the graves of great people, you will be impressed.

",yes,Japanese,view review
CYBER TOKYO,2017-05-03 12:08:27,4,1," These days, wherever you go in Kyoto, there are so many foreigners that you get tired just by going there.
Since it is a grave, foreigners seem to have no interest in it, and there are not many foreigners.
I went there during Golden Week, but there were really few people, and the view of Kyoto from Ryoma's grave was quite nice.

",yes,Japanese,view review
Gonzalo Gossweiler,2017-06-03 20:44:18,3,0,A good place to stop and sit.,no,,view review
朝田裕夫,2018-01-20 13:07:11,3,0," The graves of Ryoma Sakamoto and Shintaro Nakaoka are famous. Was it originally built by Hirobumi Ito for Takayoshi Kido? Yasukuni Shrine is said to be annoying, but it seems to be good here.

",yes,Japanese,view review
p suzuki (szk),2018-01-21 08:37:16,4,0," A shrine where the tombs (because there are no bones in them) of those who were involved in the Meiji Restoration are enshrined.
It is a facility where you can feel the Japanese religious view up to the Edo period, with a tomb in the shrine and a torii gate at the entrance.
There are many stairs and it is old, so watch your step.

",yes,Japanese,view review
お地蔵さん,2018-01-25 13:08:37,2,1," If you climb the steep stairs, you will find the graves of Ryoma Sakamoto and Shintaro Nakaoka. The tombstone built 150 years ago has been exposed to the wind and snow, making it difficult to read the name.

",yes,Japanese,view review
WATARU MORINO,2018-01-27 15:47:17,3,0,good!,no,,view review
十六夜[苺],2018-03-14 11:31:45,4,0," (18/03/10)
I received a red stamp.

enshrined deity
About 73,000 national martyrs
Among the enshrined deities are Ryoma Sakamoto, Takayoshi Kido, Shintaro Nakaoka, Kisaburo Raimi, Unbin Umeda, Torataro Yoshimura, Kuniomi Hirano, Genzui Kusaka, Shinsaku Takasugi, Teizo Miyabe, and Shunzaburo Taoka. is included.

Municipal bus: 650m from Kiyomizu bus stop.

",yes,Japanese,view review
taicho -san,2018-06-23 17:34:03,3,17," Our most recent visit was late 2017. A place where the souls of the so-called Bakumatsu patriots rest. The remains of Ryoma Sakamoto, Shintaro Nakaoka, and his servant Fujiyoshi are buried. I was deeply moved by reading Ryotaro Shiba's ""Ryoma ga Yuku"" and started visiting graves. It was 43 years ago, and I was still in my late teens. Ryoma was very popular back then, but I don't think there were many people who came to see it as much as it is now. When I visited for the first time, I asked the shrine office where the cemetery was, and was given a map that looked like an old map. In front of Ryoma's grave, sake, 1,000 paper cranes, votive pictures, etc. were offered, and I remember that many business cards were placed. The number of sake offerings was not insignificant. I think that the people at the shrine must have had a hard time cleaning up. The atmosphere hasn't changed much in the past and now, but since many years ago, an admission fee has been required. There were pros and cons for Ryoma fans, but I understand that it was a disappointing but inevitable measure to maintain this Shoujoba. When I started visiting graves, the people around me didn't understand me, and they thought I was quite an oddball. There was no such word as grave mylar as it is today. This was my starting point, and since then I have visited historic sites related to the Meiji Restoration throughout Japan. By the way, in Yokosuka, where I live, there is a grave of Ryoma's wife Oryo (Shigaraki Temple), and I also visit the grave there. When there are movies and dramas featuring Ryoma, not just Taiga dramas, it becomes a boom, and after a few years it calms down. I was able to repeat that, but I feel that Masaharu Fukuyama's Ryoma has created an extraordinary boom. I have an actor who is a friend of mine, whose name I will withhold, and I also appeared in ""Ryomaden"", but when the appearance was decided, I was asked about the relationships surrounding Ryoma and the background of the times, and even here together. I even visited the grave.
Well, this is Gokoku Shrine. The enshrined deity is the country's heroic spirit. It is a place to commemorate and honor not only the patriots of the Meiji Restoration, but also those who died in the previous war, those who died in the Sino-Japanese War, and those who died for the country. Let's visit first and then climb. The basics are for you.
On the premises, there is also a monument honoring Dr. Bal, an Indian judge who was the only one who claimed Japan was innocent at the Tokyo Trials after the war. You can also see the city from the observatory.
I think that if you learn a little bit about this shrine, your impression will change greatly.
We recommend that you visit the temple at least once.

",yes,Japanese,view review
康博北倉,2018-12-15 08:37:59,4,1," There are the graves of Ryoma Sakamoto, Shintaro Nakaoka, and other patriots of the Meiji Restoration. If you are interested in the restoration, there is no loss to go.

",yes,Japanese,view review
たかやす,2018-12-27 14:26:01,5,0," A sacred place for Ryoma Sakamoto fans. Every year on his birthday and death anniversary, on November 15th, Ryoma Matsuri attracts many fans.

",yes,Japanese,view review
Camry 2104,2019-01-13 01:23:39,5,6," I visited on New Year's Eve a few years ago. It was quiet, probably because it was not the object of New Year's visit. It is true that it is too heavy to celebrate the New Year, but it is also true that it is a place where you can understand that there were so many people who lost their lives in matters of national affairs. I think it's good to visit once because it's good for the Ryoma Festival.

",yes,Japanese,view review
オジャオス,2019-02-03 14:50:56,4,1," I went to see the graves of Ryoma Sakamoto and Shintaro Nakaoka. is so beautiful 😃

",yes,Japanese,view review
転がる達磨,2019-02-11 12:05:28,3,4," Paid parking is available.
However, be prepared to fill up on weekends and public holidays! !
Is it correct to walk from the coin parking lot in the Shijo neighborhood? !
There are many graves of Ryoma Sakamoto and many other patriots from the end of the Edo period! It's on a slope, so you need to be prepared to walk.

",yes,Japanese,view review
h “Seven KARATS” tsune,2019-03-22 12:46:59,5,0," I've been to Kyoto many times, but I didn't know about this shrine that enshrines the spirits of Ryoma Sakamoto, Shintaro Nakaoka, Kogoro Katsura, and patriots (Tenchu-gumi, etc.).
I studied and visited.

",yes,Japanese,view review
GH PL,2019-04-01 10:44:45,2,0,Nothing great. Other shrines are better. The robot act was very poor.,no,,view review
Dominic Gavan,2019-05-01 07:17:35,5,0,"Beautiful and Solemn Place

",yes,,view review
hiro3 xplay,2019-05-02 21:46:15,3,0," There are graves of historical figures such as Ryoma Sakamoto, Shintaro Nakaoka, and Kogoro Katsura. The view from the hill is good.

",yes,Japanese,view review
