Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
ちゃんちく,2017-11-23 23:35:45,4,1," A shrine famous for praying for safe childbirth.
Close to Kinkakuji.

",yes,Japanese,view review
Namratha Viswanath,2017-11-29 08:43:51,5,0,Very peaceful and beautiful,no,,view review
sujit chachad,2018-09-11 05:58:57,3,0,"This Shrine is pray for well wishing, good health or welcoming and new born. very peaceful place.


",yes,,view review
出口小百合,2018-11-13 08:46:20,4,1," I've come to pray for Shichi-Go-San.

It was a smooth delivery, a visit to the shrine, and Wara Tenjin, so Shichi-Go-San also came here.
We are happy to serve you right away without a reservation.
I was given an amulet, chitose candy, and a toy.
Thank you very much.

",yes,Japanese,view review
ohmyheck31,2018-12-22 09:30:38,5,0,Beautiful shrine! Worth visiting if you're already in the area to see Kinkakuji.,no,,view review
西島三郎,2019-01-06 13:09:21,4,3," I'm a local, and I'm going to be a tutelary god, but it was vacant even at the time of hatsumode. At the spring festival in April every year, a procession is made and the mikoshi and lion dances are walked around the town. It is a good subject for tourists around Kinkakuji!
According to one of my relatives in the taxi business, all the customers I heard had the correct gender!
If you don't doubt it from the beginning and believe in it, good things will surely happen!

",yes,Japanese,view review
十六夜[苺],2019-02-07 03:47:12,4,1," (19/01/03)
Kyoto 16 Shrine Goshuin Tour
Straw Tenjingu Shrine
I received two types of goshuin.
This year, too, I visited the Kyoto Jurokusha shrines (period: 1/1 to 2/15, if you get all the goshuin on a special paper, you will be awarded a zodiac ornament).
I have visited Nishioji Shichifukusha shrines (Period: January 1st to the end of February, if you get all the red stamps on a special colored paper, you will be awarded a zodiac figurine). .
(18/01/27)
Waraten Shrine (Site Shrine)
Rokkatsu Shrine (Separate shrine within the precincts)
I received two types of goshuin.
I bought an original stamp book.
(15/11/19)
I received a red stamp.

There is an original stamp book.

enshrined deity
Konohana no Sakuya Hime no Mikoto
Former shrine status: village shrine
It is worshiped as a god of safe childbirth.
It is commonly called 'Wara Tenjin' because straw is given as an amulet for safe childbirth.

Municipal bus: 250m from Waratenjin-mae bus stop.

",yes,Japanese,view review
Ian Gore,2019-02-21 05:59:39,4,0,"I only made a quick stop here but it was a nice shrine with an attentive priest and a rest area, do stop by if you need a quick distraction!


",yes,,view review
V-Garden Hydroponics,2019-02-24 15:39:12,5,0,Nice,no,,view review
sky road,2019-03-16 22:50:01,4,1," Founded in the Heian period, it is commonly known as Wara Tenjin, which enshrines Princess Konohanasakuya. Many locals may only know it by the name of Wara Tenjin. It is deeply believed in the god of safe childbirth. It is said that if the straw that is harvested has knots, it is a boy, and if it is not, it is a girl.

",yes,Japanese,view review
イマイクヨ,2019-04-06 13:41:02,3,0," I visited at noon.
Cherry tree 🌸Is there no tree?
Thanks to you, I was able to take it easy.

",yes,Japanese,view review
Momo,2019-04-11 10:31:20,5,0,Cute and small hidden away shrine a small walk away from the Golden Pavilion. I collect seals from various shrines and they had one. Definitely a find outside of the norm for me.,no,,view review
蔡孟儒,2019-04-15 06:44:00,5,0,Good,no,,view review
Le Hoang Trung,2019-04-18 04:32:17,4,0,Good,no,,view review
Sarath Thenuwara,2019-04-20 10:59:35,5,0,Great Historical place,no,,view review
R D,2019-04-28 06:24:13,4,0,Nice and quiet,no,,view review
Joe Chen,2019-05-13 02:50:16,3,0,"just pass by, place to pray for pregnancy I guess",no,,view review
Mario Alejandro Garrido Escareño,2019-05-19 02:40:43,4,0,A little anticlimax,no,,view review
1457,2019-07-02 23:08:39,5,0,Good. You can take a rest of you eyes and bodys.,no,,view review
ホシガメ大明神,2019-07-06 07:13:15,4,3," I came by bus from Kyoto Station. Right after getting off the bus stop. It's interesting that even though it's Tenjingu, there are benefits for safe childbirth. There are two types of goshuin.

",yes,Japanese,view review
まっちゃん,2019-10-06 09:50:02,3,4," Speaking of prayers for safe childbirth in Kyoto, this is Wara Tenjin. If you pray for safe childbirth, you will be given a bellyband and amulet, but they will also come with straw stamens. If the straw has a knot, it is a boy. If there is no knot, it is called a girl. It has a reputation for having a high hit rate, but in the case of my family, it was a boy, although it was ""no knot"" both times. It may be because I groaned, ""Eh! I wish I had a boy!"" The older child doesn't know that such a thing has happened, and is currently cycling to school in front of Straw Tenjin.
It may be that you are watching over me every morning, saying, ""He's doing well"" (laughs).
Rokukatsu Shrine is enshrined in the same precincts. This one has a reputation for being able to win the game, but...

",yes,Japanese,view review
きいろいとり虎命,2019-10-15 12:52:48,4,0," I've been to Hirano Tenjin many times, but for some reason I've never been to Wara Tenjin.
The komainu, the shrine, and the approach are all great!

",yes,Japanese,view review
Prerana Shah,2019-11-09 21:57:06,3,0,Very peaceful,no,,view review
Takayuki Gashira,2019-11-21 07:12:17,5,0," I visited on the day of the dog.
The most famous shrine in Kyoto for praying for safe childbirth.

",yes,Japanese,view review
CATH SPE,2019-11-30 11:32:53,3,4," I was able to take the Shinkansen to pray for a safe delivery, but they didn't pray for me,
I was disappointed when I was handed over this set containing a set of maternity clothes and charms.

",yes,Japanese,view review
Lee Soon Guan,2019-12-07 05:22:23,5,0,"Beautiful garden like shrine. There's a golden coloured building within the grounds set serenely amidst the greenery.

",yes,,view review
光雄鈴木,2019-12-18 17:24:49,2,8," I went to visit the day of the dog. At other shrines, if you visit on the day of the dog, they will also purify you, but here you just buy a charm.
4000 yen without exorcism or anything.
No matter how much the goddess prays for safe childbirth, her response is too sloppy.
If this is the case, it would be much more profitable to have the exorcism done at another shrine.

",yes,Japanese,view review
Kita N,2019-12-29 14:42:56,4,0,"unexpected find



",yes,,view review
Yuri Matsui,2020-01-03 04:08:44,5,1," There are few people and it is easy to spend. A rest area is also provided.
Before I gave birth, I asked my mother to pray for me here.

",yes,Japanese,view review
T Y,2020-01-06 16:29:42,5,0,"Blessings for your baby expected


",yes,,view review
83 Koichi,2020-01-07 12:14:07,4,2," Early in the new year, I visited Nishioji Shichifukusha. It is a splendid shrine near Kinkakuji. Although it is officially a site shrine, it is famous as Wara Tenjin. It seems that the name came from the fact that the amulet for safe childbirth contains straw. Also within the precincts are the Rokusho Shrine, the guardian deity of victory, and Ayasugi Myojin, which enshrines the trunk of a cedar tree over 1,000 years old as a sacred tree.

",yes,Japanese,view review
443 balie,2020-01-14 10:14:52,5,0," There are two parking lots for visitors.

pretty big grounds

The staff at the conferment office are also kind and polite✨

",yes,Japanese,view review
快弥,2020-01-19 12:20:21,5,1," A shrine along Nishioji Street. Konohana no Sakuya Hime no Mikoto is enshrined here. Because it is famous for the benefits of safe childbirth, many bibs were dedicated to the fence of the worship hall. Wara Tenjin is a common name, and the official name is ""site shrine"".

",yes,Japanese,view review
Hide Miya,2020-05-09 08:34:02,5,1," Straw Tenjin site shrine

July 28, 2019 Kyoto early summer trip

I found out later, but it seems to be a famous shrine for praying for safe childbirth⛩
What did you think when you came to visit alone (^^;; lol
The red seal was a dynamic character! ️

",yes,Japanese,view review
hikari itou,2020-05-24 04:08:40,5,3," Nishioji street with many shops. McDonald's, Hama Sushi and Washoku Satomo Washoku Joy are also nearby.
It is the god of safe childbirth that is visited on the day of the dog.
There were several families with small children. Thank you
It was Sunday, but after visiting the quiet precincts, there was a roof, so I sat down and took a short break.
About 5 minutes on foot from Kinkakuji. Please stop by here too.
Personally, I liked the tasteful Ochomizu (^ ^)

",yes,Japanese,view review
明日香くん,2020-08-29 23:25:11,4,0," I think it's a shrine where pregnant women can ask God to pray for safe delivery☺️

",yes,Japanese,view review
庭Niwa,2020-10-10 15:27:51,5,1," Not a popular attraction, the environment is quiet, it is a shrine for Bai Antai
When I went to visit the shrine, there happened to be many groups of families who brought children or pregnant women to visit the shrine.

",yes,Chinese,view review
まい,2020-11-22 04:42:46,1,13," My sister will give birth next year, so I went to buy an amulet to pray for a safe delivery.
Miyaji's response was so bad that I was surprised. I thought that there was some kind of misfortune, but even if I go back and look at the bad reviews, the same thing is written, such as the cold response of Mr. Miyaji, so I understand that he is a bad person.
It makes me feel terrible and I recommend going elsewhere.

There is a parking lot right next to the shrine where 4 cars can be parked.

",yes,Japanese,view review
