Author,Date,Rating,Helpful count,Review,Picture included,Language,(view source)
San Lee,2016-05-29 07:56:50,4,0,This hidden spot offers a great vantage point of the beautiful Arashiyama area and Katsura river,no,,view review
Jamie Matthews,2017-04-06 16:58:41,4,1,"Peaceful tample visited mostly by locals and has an amazing view from the top.








",yes,,view review
Jack Poon,2017-10-27 02:06:30,3,0,"Good location with few crowd. I came earlier in the season. In 2-3 weeks, the red maple leaves will make this place gorgeous.",no,,view review
Azza Jay,2017-11-16 03:44:25,4,0,Worth a look,no,,view review
Sofie Svensson,2018-03-22 09:23:33,5,0,Free to visit if you don't want to enter the monkey forest,no,,view review
박그린,2018-04-16 11:58:27,5,1," If you are hit by a lot of tourists in Arashiyama, come here ㅠㅠ It's so good. First of all, it's not a famous place, so there aren't many people and there is a place where you can see the scenery of Arashiyama at a glance. It even makes me feel the sound of birdsong, wind, and trees swaying in the wind. It's so quiet and I've been healed here. :)

",yes,Korean,view review
いけもう,2018-09-02 13:35:35,3,1," Visited August 2018. It is a temple that stands quietly in Arashiyama. The entrance was a little confusing. The scenery seen from the observatory was superb enough to forget the heat. I think it would be better to wear sneakers that are easy to walk in as you will be climbing a lot of stairs.

",yes,Japanese,view review
Al M,2018-09-11 15:47:54,5,1,"The viewing platform gives one of the best views of West Kyoto. Free, not many tourists come here",no,,view review
十六夜[苺],2018-11-02 22:42:35,4,1," (18/10/10)
""Kokuzoson""
Kyoto 13 Buddhist Sacred Sites 13th Fudasho ""Kokuzoson""
I received two types of goshuin.

A temple belonging to the Five Wisdoms of the Shingon sect (Kogi Shingon sect).
Principal image: Kokuzo Bodhisattva
Commonly known as: Kokuzo Horinji Temple, Saga Kokuzo, Saga no Kokuzo-san
One of Japan's three major Kokuzo (Enzoji Temple in Yanaizu, Aizu, Oshu, and Kongoshoji Temple in Mt. Asama, Ise)
It is also famous as a temple for 13 visits, a needle memorial service, and a lacquer ancestral deity.
The view is also good.

Hankyu Arashiyama Line: 500m from Arashiyama Station.
Keifuku Electric Railway Arashiyama Main Line: 850m from Arashiyama Station.
Kyoto Bus (From Randen Arashiyama Station): 450m from Arashiyama Park bus stop.

",yes,Japanese,view review
Yau Ming,2018-12-06 07:27:45,5,1,"One of the most beautiful and least visited places in Arashiyama. The side-entrance is also worth walking up from.
",yes,,view review
奈緒,2019-01-08 07:53:26,4,4," Although it is very close to Arashiyama, it was a quiet temple with beautiful stone stairs.
It is said that wisdom can be given at the 13th temple, but it is said that if you change it at Togetsukyo on the way back, you will leave it behind. I can't help but look back at the beautiful flow of the Katsura River at Togetsukyo Bridge.

There are a lot of maples, so the fresh green and autumn leaves are wonderful.
In addition, there was an observatory, and it was beautiful with a panoramic view of Arashiyama.
I wrote two goshuin. It was a beautiful stamp.

",yes,Japanese,view review
Camry 2104,2019-01-10 12:32:02,5,1," In Kyoto, it is famous for Jusan Mairi, and I think it would be better to call it ""Kokuzo-san"" rather than Horinji Temple. I visited the shrine for the first time in 18 years since my younger child's 13th visit.
The back gate is close to the south end of Togetsukyo, but if possible, it is more elegant to walk a little and climb the stone steps in front. There is a main hall when you climb up, and there is also a place like a stage overlooking Togetsukyo Bridge, which is quite a view.
I saw on TV that it was used as a location for a detective drama earlier. Will you not only give me wisdom, but also give me hints for solving cases?

",yes,Japanese,view review
萬人敵,2019-01-10 18:00:37,4,0," Falun Temple is located on the mountainside on the south side of the famous Arashiyama Togetsukyo Bridge. It is an ancient temple with a long history. When going from Landian Arashiyama Station, you have to cross the Togetsukyo Bridge first and then climb a short flight of stairs. Arriving, the temple enshrines Kukongzang Bodhisattva. It is said that Bodhisattva can fulfill the wishes of believers. It is said that if you look back at Falun Temple when crossing the Togetsukyo Bridge after visiting, the wish you made with Bodhisattva will be recalled and disappeared. Quite an interesting local legend. This trip is because Falun Temple has special openings and activities at night in conjunction with the annual Arashiyama Lantern Road, so I have the opportunity to know this temple. The special event of the Lantern Road is to light up the main hall of Falun Temple, using various colors The lighting effect is like a light show, which is a very rare experience and visual enjoyment. In addition, the platform next to the temple can have a panoramic view of the entire Arashiyama area, and you can also overlook the Kyoto Tower. It is just right to enjoy it in the evening To the rare night view.

",yes,Chinese,view review
gerardo espinosa,2019-01-11 00:27:42,4,0,"Nice place to walk in


",yes,,view review
